predicted_scores,ground_truth_scores
-0.07877923,2.06
0.22322735,3.5
0.24526003,3.66
0.1812154,2.68
-0.08119927,2.44
-0.08008283,2.46
-0.02423276,2.28
0.13650095,3.86
0.05115266,3.26
0.24696337,3.04
-0.003139969,3.02
-0.07895216,2.4
0.22164588,3.6
-0.07805802,2.68
-0.03467144,2.5
0.1034238,3.16
-0.080640376,2.06
0.19602041,1.56
0.2169068,3.88
0.18166246,3.1484375
-0.023051271,2.5
0.22243647,3.5
0.22978193,2.9
0.19392498,3.14
0.076957636,2.06
-0.08119347,2.44
-0.08333473,2.16
0.24086125,3.18
0.112006,2.74
0.2199463,3.3
0.21909079,3.76
0.19942395,2.86
0.032528732,2.82
0.12282931,2.86
0.21435766,3.28
0.24321255,4.22
0.16175841,2.56
0.16927864,3.24
0.2296129,2.3
0.17986225,2.46
0.22848204,3.54
0.2331395,3.2
0.23724551,3.76
-0.08236169,1.98
0.20437035,2.76
0.19321592,3.0
-0.08231637,2.18
0.23306666,3.84
0.004982698,3.1
-0.06694595,2.28
0.18465811,3.32
0.15728831,3.22
-0.07030495,2.44
0.20073694,3.18
0.21360189,3.98
0.23751903,3.8
0.23318125,2.42
0.22780316,3.08
-0.05553763,2.3
0.12158411,2.6
0.24333768,3.08
0.00089970103,3.0
0.22833866,3.06
-0.08163299,2.06
-0.04563388,2.56
0.23318693,4.24
0.23413232,3.42
-0.054340076,3.1
-0.081747815,1.3468635
-0.080945134,2.1
-0.026339766,2.88
0.20245053,2.68
0.2313409,3.56
0.1975097,2.86
-0.05008951,2.9
0.23287617,3.94
0.2370174,3.42
0.2200836,3.6
0.23664793,3.72
0.02422354,2.4
0.22606105,1.907173
0.018022472,2.76
0.23923457,3.68
-0.082104854,1.72
-0.081655584,2.64
-0.018020421,2.58
-0.08176878,2.06
-0.0585182,2.2
0.23294169,3.8
-0.07663184,2.4
-0.08157714,2.12
0.23529223,3.82
0.110995196,2.72
0.24132036,3.74
0.23000382,4.3
-0.08328194,2.1
0.12959097,1.78
0.08082776,3.68
-0.06132622,2.66
0.23729874,3.48
-0.07008301,2.08
0.22846052,3.52
0.23492074,3.42
0.19727276,2.2
0.21177617,2.5
0.14971247,3.0
0.12335114,3.02
0.10601324,2.96
0.21741456,3.12
0.14744492,3.02
0.22799556,3.4
0.08951182,2.76
0.01048927,2.9
0.09252661,2.94
0.19720866,2.86
0.24080886,3.28
0.18303822,3.78
-0.080321096,2.26
0.23457117,3.8
0.2161207,4.02
0.23324691,3.4
-0.08164769,1.46
0.24186954,3.32
0.22509663,3.7
0.19117446,3.84
0.2225767,3.92
0.25080538,4.02
0.24802223,2.74
0.09992888,2.88
0.16235214,2.94
0.24511921,4.14
0.012496481,2.84
0.23669277,3.5291667
0.17603657,2.2
0.05471685,3.28
0.21391596,3.32
0.21268778,3.52
0.24618366,3.3
0.24004659,3.14
0.07468351,3.86
-0.08128293,2.4
0.20394298,3.2
0.12687595,2.88
0.02991354,2.2
0.18199274,3.1
0.20747578,3.32
0.24031554,3.58
0.22595157,3.48
0.18002492,3.82
0.18738046,3.24
-0.08225894,1.52
0.23508509,3.42
0.22816801,3.5
0.23509733,3.1
0.23929673,3.92
0.23309116,3.74
0.23031346,3.6
0.24739976,4.14
-0.08170838,1.82
0.24721895,3.74
-0.081484765,3.02
-0.08115559,2.3
0.0023351773,2.92
0.08129091,2.66
0.24604604,3.6
0.0944551,3.22
0.2026679,3.42
0.20952082,3.36
-0.081846535,2.14
0.19145569,2.92
0.23288599,3.92
-0.0012068021,3.16
0.24614355,4.1062994
0.22614011,3.5714285
0.23747464,3.94
0.15217197,3.08
0.23701131,2.16
-0.039063442,2.76
0.18900955,3.6
0.2276024,4.04
-0.081514455,1.74
-0.012689506,2.72
0.20931408,3.08
0.16299577,3.06
0.1695924,2.94
0.240386,4.04
-0.044963475,2.78
0.24592133,3.8235295
0.17198065,3.74
0.2367913,3.8
0.2454059,3.36
0.21045768,3.16
0.066935,3.16
0.07286915,2.74
-0.034251235,2.68
0.2292824,3.46
-0.08293033,1.74
-0.08156295,1.82
0.21732095,3.66
0.22137941,3.9
0.10371742,2.66
-0.06282466,2.62
-0.071898654,2.4
0.21419302,2.84
0.02276921,2.8
0.19515371,2.96
0.23246574,4.04
-0.08214613,2.04
0.2459226,3.46
-0.065715514,2.6
0.16629188,3.16
-0.08218105,1.94
0.21311522,3.52
-0.05166001,1.46
0.21698877,3.4
0.15408239,3.4
0.24800421,3.78
-0.082524136,1.6224066
0.17992766,2.16
0.25147036,2.88
0.24252085,4.08
0.22187755,3.04
0.23519556,3.38
0.25135884,3.62
0.22901079,3.86
0.20007761,3.42
0.20623748,3.398374
0.09236822,2.32
0.08058126,3.1
-0.045186084,2.48
0.19893473,2.96
-0.08227341,1.48
-0.07319319,2.56
-0.08144703,1.56
0.036048766,2.52
0.21873719,3.16
0.15062785,3.22
0.24761946,3.1
0.2525261,3.54
-0.030339925,2.96
0.23075798,4.04
0.24557249,3.6764705
0.019723766,2.74
0.17229542,3.6
0.16730003,3.28
0.24360666,3.68
0.20695113,3.68
-0.08098078,1.52
-0.07748908,2.1
-0.08104432,2.38
-0.042818755,2.66
0.028541308,2.7
0.23107597,3.64
0.18681139,3.66
0.21492226,3.8
0.20236269,3.52
0.24127333,3.96
0.08845473,3.04
-0.08219548,2.46
0.20767401,3.4377682
0.15399304,2.48
0.20961373,2.9
0.09068878,2.14
0.23103511,3.14
0.2270776,3.42
0.20849979,3.76
-0.08130165,2.38
-0.08155904,2.3
0.20534332,3.3
-0.07034884,2.7
0.22493304,3.9
-0.07939926,2.78
0.24511547,3.68
0.044154137,2.52
-0.08111055,2.04
-0.07496859,2.7
0.06943255,2.78
0.223879,3.42
-0.08082463,1.68
0.22668454,3.78
0.049667973,3.14
0.19375625,3.3522727
0.18285044,3.5
0.20939656,3.72
-0.059515525,2.96
0.20754181,3.0
-0.08200365,1.7297298
0.18923089,3.06
0.23232363,3.56
0.23707992,3.7
0.24901457,3.88
0.14660619,3.36
0.15135933,2.38
0.23368189,3.5546558
0.12946029,2.72
0.1642528,3.2
0.030912336,2.72
-0.08388953,2.04
0.20631139,3.32
0.22502245,3.26
0.24104525,3.86
0.20183122,3.5
0.24005532,3.08
-0.081389114,2.1
-0.002541857,2.74
0.22787438,3.84
0.25293618,3.64
0.060571577,3.1
0.10496405,2.74
-0.08259206,1.52
0.06066337,2.6
-0.0055025755,2.26
-0.021516142,2.18
-0.08298093,2.4
0.059219494,3.6
0.23714004,3.44
0.2113758,3.22
0.016446076,3.04
-0.08099092,1.68
-0.08250628,1.22
0.14234066,3.3
-0.018655244,2.64
0.022442855,3.2
0.21865095,3.92
0.06958167,2.96
-0.057415247,2.54
0.04193106,2.76
0.039714012,3.28
-0.077358,1.98
0.030089404,2.92
0.24575981,3.567227
0.04787819,2.3
0.030586716,2.42
0.23833063,3.72
0.24394964,3.48
0.067537546,3.22
0.23864658,3.82
0.21154171,3.44
0.22642812,3.6
0.24591863,3.14
0.2349119,3.38
-0.07981589,2.52
-0.07682715,1.828125
0.23658773,3.48
0.060661517,3.02
0.24401838,3.72
-0.0046286574,3.02
0.19346936,3.74
0.2324692,3.98
0.16969034,3.76
0.124325566,3.02
-0.073488824,1.96
0.21563444,3.08
0.24722435,3.38
0.22537734,4.06
0.19124395,3.92
-0.03470688,2.86
0.22917524,2.94
0.2270772,3.52
0.21240886,2.64
0.23652455,3.64
0.1564594,3.24
0.2410074,3.52
0.1526035,3.08
0.018442642,2.5976095
0.20249511,3.9
0.24369636,3.96
0.122747056,2.92
0.21852408,3.9
0.23641527,3.64
0.03579617,3.34
0.2439147,3.9
0.23540314,3.7063491
0.03776703,2.76
-0.05666386,2.3438735
0.21613526,3.82
0.24267918,4.04
0.24546507,4.14
0.10290986,3.02
0.17396638,3.02
0.18258503,2.84
0.21839014,3.48
-0.0068358746,3.3
-0.08230045,1.84
0.24540491,4.3
0.09411358,2.86
0.11045229,3.12
0.06983258,3.16
-0.0063648727,2.18
-0.08172419,1.66
0.09446928,2.08
0.19126283,3.18
0.034712166,2.58
-0.07567838,2.06
0.18377224,3.32
0.2158311,3.1
-0.07180981,2.25498
0.23679489,3.58
-0.06876161,2.32
-0.08141344,1.9
0.21611664,3.272
0.012919523,3.2
0.24078313,3.54
0.20065232,3.48
-0.083097234,2.0348837
0.19456182,2.54
-0.078938775,2.56
0.23803534,3.46
0.1625187,3.54
0.22492531,3.54
0.16928248,3.06
0.011325771,2.4
0.20867197,3.62
-0.0017440431,2.32
0.24283275,2.82
-0.08185313,2.26
0.24622996,3.54
-0.062448632,2.8
0.24185692,3.58
0.2343015,3.36
-0.08331114,2.02
0.20673357,2.84
0.015778199,3.46
0.23018268,3.68
-0.08192051,2.08
-0.03269563,2.9
0.18328446,3.54
0.23003486,2.6
0.22326738,3.76
0.21714397,3.48
0.23742023,3.26
0.23992285,2.88
0.23348469,3.78
-0.051358093,2.54
0.24268411,3.48
0.14896181,3.44
0.114245474,3.06
0.22013098,2.5
-0.080543496,1.86
0.20462795,3.26
0.22822148,3.56
-0.082968466,2.68
-0.03361331,2.22
0.22775507,3.22
0.090888806,2.28
0.11034776,3.16
0.1550129,2.28
-0.08162072,1.4
0.12906209,3.28
-0.08188862,1.86
0.22754791,3.56
0.175535,3.08
0.14366964,3.12
0.22271734,3.4
0.09190991,2.9
0.24223682,3.7
0.2272761,3.12
0.2462198,3.4
0.17018382,3.08
0.21786812,3.52
0.077094965,2.48
0.21313968,3.16
-0.056690395,2.94
-0.08239877,1.62
0.21607126,3.64
0.2230088,4.64
0.24132062,2.52
-0.082021505,1.86
-0.08123444,1.68
0.23214398,3.88
0.11980672,2.86
-0.08234809,1.8
-0.04461585,1.96
-0.026594982,2.98
-0.052896224,2.26
0.23076366,3.18
0.061238233,3.1
0.25028616,3.38
-0.082861714,1.86
0.23230156,3.94
0.22036374,2.74
0.23180796,3.8
0.21265137,3.26
0.21474738,3.58
0.24549218,3.52
-0.07211911,2.64
0.24674724,3.6
0.21745075,3.42
0.15695567,3.1344538
0.18497223,3.38
0.20258595,3.7
0.22268286,3.944882
0.16137865,3.56
0.13800338,3.3
0.18566296,3.56
-0.06501834,1.88
0.17695573,3.58
0.22315271,3.68
-0.06892604,1.98
-0.005216875,3.18
0.041495107,2.88
-0.07737208,2.4
-0.06576377,1.42
0.21324417,3.2
0.16173293,2.7
0.14538154,3.16
0.047603473,3.12
0.022467619,2.6
-0.08156651,2.64
0.06346609,2.66
-0.003062504,3.2
0.2031301,3.62
-0.07520555,3.08
0.22727989,3.5
0.23419815,3.82
0.2193791,4.12
0.080623,2.54
0.22196889,2.78
0.23858704,3.06
0.03763329,2.04
-0.08235228,1.94
-0.07983757,2.46
0.1951846,3.54
0.21132383,2.78
0.23550457,4.04
-0.069002695,2.86
0.20786569,3.68
0.19146927,3.24
-0.082685225,1.94
0.2415451,3.6
0.20544195,3.6
-0.082036525,1.8
0.2355281,3.72
0.2198151,3.62
0.227838,3.7857144
0.24879697,3.74
0.18500683,3.58
0.1790281,3.28
0.22146532,3.58
0.092873245,2.86
0.21044381,3.36
0.2102077,3.64
0.23340255,3.3652174
0.09024305,3.2316601
0.20550455,3.1
0.15104781,3.4
0.1914706,3.46
0.18968822,3.34
0.16925909,2.1
0.23074037,3.48
-0.029801095,1.96
0.2151931,2.98
0.22516973,3.62
0.116557784,3.5
-0.081626564,2.3
0.028927084,2.92
0.2481751,2.6956522
0.22836551,3.32
0.20209138,3.46
-0.057970084,2.4
0.22195421,3.64
0.24955948,3.84
0.10219615,2.48
0.23828669,3.3
0.2417125,3.02
0.037099052,2.66
0.24343358,4.16
0.22207852,3.92
0.22082236,3.68
-0.07948713,1.6
-0.08072277,1.6
-0.07856497,1.84
-0.004550162,3.24
0.22308466,3.04
-0.07617517,2.46
-0.07845039,2.36
-0.071327575,2.5
-0.080539934,2.26
-0.083000556,1.82
-0.08207841,2.22
-0.018811092,2.88
-0.06988815,2.2
0.079351805,2.74
0.13293613,3.18
0.15541,2.94
0.036609404,2.6
-0.08188485,2.46
0.22379847,3.12
-0.08179903,1.74
-0.030599706,2.42
0.0939129,3.5
0.059387542,2.96
0.23314996,3.44
0.23952997,3.7
0.07945995,3.24
0.18739861,3.18
-0.07416035,1.66
0.13076243,3.1
0.23341054,3.4
0.22662862,3.84
0.25471324,3.54
0.23988663,3.04
0.22172576,3.96
-0.079615235,2.3
-0.081391096,1.8431373
0.13272002,2.52
0.172736,2.82
0.24985386,3.7982457
-0.020925628,2.48
0.22869651,3.02
0.2367937,3.22
0.11053248,3.38
-0.05439306,2.24
0.24743672,4.4
0.24418017,3.7
0.20682015,3.18
0.21270934,3.12
0.1762904,3.2537313
0.1895146,2.4
0.024617728,2.84
0.169498,2.9179688
0.069427334,3.04
0.19951804,2.28
0.2512574,3.54
0.25015965,4.1
-0.0826436,1.7
0.0393157,2.1056604
0.14923374,2.7928288
0.24092649,3.82
0.23836924,3.72
0.19192202,3.0
-0.08073761,2.38
0.16192052,3.38
0.23938248,3.06
0.24437259,3.34
0.22462043,4.02
0.009474773,3.0
0.17228448,2.92
0.21543351,2.9338522
0.1974991,3.5992367
-0.022068452,2.5
0.23104131,3.64
0.22480129,3.64
0.23919292,3.66
0.19025838,3.06
0.22066538,2.9
0.22334898,2.6
0.21959955,3.46
0.038195282,3.02
-0.023606012,1.72
0.18715872,3.14
-0.055102665,1.9
0.22922498,3.8
0.24293852,3.92
-0.083025664,1.7
0.18801193,2.22
-0.07898846,2.34
-0.08102376,2.14
0.23648572,3.16
0.23024619,3.54
-0.07639754,2.26
0.011181924,2.88
0.21436937,3.58
0.23120098,3.72
0.25369132,3.68
0.23497465,3.56
0.2060527,3.2689075
-0.040272225,2.44
-0.07228007,2.16
0.24572527,3.34
0.23085894,2.96
0.23291287,3.2
0.16932806,2.68
-0.07964607,1.82
0.24930447,3.72
0.013973525,2.9
0.036847237,2.68
-0.080192834,2.46
0.20185016,3.68
-0.06967828,2.7
0.22751787,3.38
0.12785058,3.04
0.24182118,3.98
-0.08226416,2.06
0.2216507,2.92
0.21110363,3.66
0.1313592,3.14
0.17045657,3.54
-0.07771566,2.74
0.20677336,3.4692307
0.10136007,2.48
-0.07841735,2.36
0.2278523,3.56
0.2530856,4.02
0.22454555,3.2
0.21474917,3.5868726
-0.037640102,2.96
0.24204099,3.84
0.0020587067,3.04
-0.081324525,3.04
0.25553125,3.32
0.18760109,3.74
0.24615446,3.92
-0.031097846,2.48
0.22898632,3.9
0.20757636,2.98
-0.08310293,1.72
0.0008975675,3.04
0.099745065,3.26
-0.08178497,2.08
0.021265011,2.32
0.25372246,3.9
0.24050845,3.621951
0.24386226,2.94
0.24285796,3.8
0.19457228,3.32
-0.07256479,2.72
0.25118622,3.2
0.23002447,3.9924812
0.08840651,2.28
0.23816244,3.44
-0.06797443,2.62
0.234628,2.2421875
-0.07952711,1.52
0.22420964,2.98
-0.057061408,2.82
0.23249051,3.92
0.08334869,2.72
0.17350964,3.48
0.22627047,3.3
-0.08217572,2.22
0.2504887,3.34
-0.08114553,1.98
0.13003093,3.76
-0.08207847,2.28
-0.08070028,2.16
0.24037099,3.48
-0.036987893,3.4943397
0.2419593,3.38
0.225406,3.94
0.2364586,3.7
0.14169914,2.64
-0.057781488,2.34
-0.08328135,2.58
-0.08009549,2.36
-0.005466074,2.12
0.1633389,3.18
0.15131491,3.3
0.23692514,3.68
0.23839489,3.2
0.24248624,4.14
0.23899804,4.28
0.24255227,3.68
0.18168917,4.18
0.22674003,2.86
0.18453915,3.16
-0.07853198,1.94
0.21692818,3.28
0.25140995,3.88
-0.0029855033,3.02
0.23487343,4.1518517
0.028314572,3.12
-0.08216694,2.82
-0.030068137,3.0
-0.069283366,2.24
0.24853873,3.4
0.24287778,3.6
0.22917134,3.4
-0.08094571,2.24
0.23101944,3.84
-0.074791916,2.18
-0.081311,2.02
-0.0807126,2.26
-0.083302215,2.46
0.22722208,3.06
-0.08068875,2.5
0.24032283,3.14
0.2195153,2.74
-0.022376964,2.46
0.13522784,3.56
0.20561278,3.26
-0.071525015,2.76
-0.081355944,1.92
0.15905263,3.0
0.17035659,3.4
0.011079478,2.52
0.23726597,3.4
-0.075629145,2.74
0.18604329,2.9
-0.08206449,2.02
-0.020912593,2.82
0.20661111,3.22
0.23727669,3.26
-0.07912554,2.9
0.23471425,4.32
0.13756983,3.24
0.22085415,4.4
-0.07875707,2.9486165
0.20908034,3.74
-0.082329355,2.18
0.2342316,3.34
0.21594797,3.44
0.16187584,2.78
0.2131599,3.24
-0.07394345,2.58
0.2003422,3.24
0.20574553,3.12
0.23058309,3.84
0.23910765,3.88
0.013430628,2.56
0.23881373,3.62
0.21711396,2.7
0.23732811,3.54
0.22752832,3.68
0.24315625,3.74
0.2403202,3.38
0.14845099,3.76
-0.072228745,2.7
-0.0780573,2.42
0.23529409,3.5
-0.08277361,1.74
0.21091841,3.02
0.23463929,2.58
0.21472993,3.58
-0.031007105,2.72
0.22827472,2.26
0.1981591,3.04
0.22492531,4.02
0.114001,2.78
0.17688677,2.4
0.17771533,3.38
-0.068702675,3.26
0.23053552,2.68
0.12231294,2.52
0.19272836,2.24
0.18029256,3.38
0.22816956,3.44
0.23962893,3.78
0.23182008,3.36
0.23686233,3.62
0.2078326,3.16
-0.08038404,2.4
-0.07055099,1.7
0.24946362,3.6
0.23009534,3.86
0.15821004,3.66
-0.04168534,2.08
0.24513198,3.48
-0.05849879,2.56
0.22134982,3.44
0.20203264,3.9
0.24796431,3.5
0.21990465,3.5
0.20604071,3.92
0.020333149,2.299595
0.22606866,2.94
0.17961544,3.14
-0.028390052,3.02
0.25171876,2.86
0.23246941,2.66
-0.050683733,3.46
0.039189145,3.4
0.24005842,4.16
0.17811613,3.34
0.21393707,3.74
0.1975647,3.5
0.20560528,3.8
0.20056364,2.78
0.2166477,4.0
0.044303376,2.6
0.22157696,3.32
0.20916721,3.38
-0.08122069,2.24
0.19989915,3.14
0.15076801,3.12
-0.045196757,3.24
0.049806416,2.56
0.2420578,2.56
0.22610648,3.6
-0.08044779,2.26
-0.08051499,2.58
0.23100592,3.72
-0.05346531,2.28
-0.081667244,1.56
0.19359489,2.58
0.2223881,3.62
0.12411358,3.12
0.15993717,3.42
0.16964146,2.64
-0.08139774,1.78
0.23750526,3.2
0.11965315,2.86
0.017902993,2.7
-0.07169172,2.48
0.23982649,3.0
-0.081077784,2.4
0.17156358,3.3
0.2283608,3.8
0.16078717,3.58
-0.07984715,2.48
0.19164854,2.28
-0.07429907,1.82
0.061341126,3.26
0.18692327,3.7
0.23927906,3.58
0.22596712,4.14
0.04603268,3.16
-0.012692726,2.72
0.18120271,3.36
-0.07322544,2.16
-0.08179213,2.32
0.23848066,2.88
0.24997437,3.92
0.11064117,2.86
0.23248036,3.52
0.12979135,2.74
0.2177919,3.82
0.24118157,4.04
-0.07376459,2.06
-0.081271075,2.34
-0.08223671,2.58
0.10696568,3.28
0.23372325,4.06
0.17346008,3.12
0.22203667,3.4
0.18380381,3.6
0.19298884,3.06
0.23913072,4.0
0.24195363,2.9
0.16221027,2.88
-0.07819487,2.08
0.12253591,3.44
0.22947924,3.08
0.23755728,3.94
-0.077955104,2.24
0.17609683,2.68
0.17936555,3.42
0.21413927,3.66
0.25141138,4.02
0.23413226,3.3
0.23553175,3.28
0.16484298,3.58
-0.042245906,3.0
-0.07970678,2.54
-0.08157788,1.46
0.24745029,3.36
0.23692794,3.54
-0.079371266,2.04
0.048796497,1.9920635
0.23833217,3.76
0.098325275,2.3
0.24405718,4.1
0.2178428,3.2
0.2376871,3.879845
0.22119512,3.34
0.24713513,3.48
0.24166451,3.0
0.2442308,3.74
0.24134624,3.48
0.078797884,2.6
-0.048992056,2.4
0.17829445,3.34
-0.0821937,2.0
-0.081605434,2.22
0.20086224,3.32
-0.08118805,1.84
0.18355384,3.08
0.12157604,3.32
0.21631254,3.52
0.18789454,2.82
0.23907302,3.36
-0.08227939,2.12
0.21007968,3.74
0.13937576,2.8978724
0.2345663,3.16
-0.08247125,1.78
0.15689051,3.78
0.20469306,3.66
0.1864217,3.3
0.24339573,3.9
0.20282315,3.1
0.09322707,2.64
0.0708221,2.18
0.22410524,4.12
0.23505877,3.48
0.19542897,2.96
0.2104445,3.36
0.23969407,3.5984557
0.21953341,3.66
0.24187316,3.2
0.21768446,3.6
0.1862078,3.68
0.11498596,3.46
-0.08168087,1.68
0.23662417,4.035573
-0.08137974,1.64
0.22946635,3.78
-0.08141378,3.02
-0.080476776,2.06
0.25030148,3.88
-0.04983159,2.62
-0.08328318,2.36
0.21539655,3.480315
-0.081664085,2.46
0.21922615,3.72
-0.08256552,2.16
0.21848822,3.08
0.09174756,2.84
0.25502357,3.8
0.2325035,3.12
0.2123123,3.82
0.22614124,3.28
0.1903573,3.08
-0.08195549,2.32
0.027740004,2.52
-0.0050805686,2.4
0.23154585,3.42
0.23349588,3.7
0.17617564,3.44
0.09257922,3.3
0.2232953,3.34
0.11515308,2.84
0.24037707,3.7
-0.080768004,2.28
0.23558968,3.5
0.014896228,2.88
0.05714678,3.12
0.19997194,2.84
0.20386252,3.26
0.17361055,3.58
0.20116326,4.02
-0.07981667,2.36
0.20828202,3.08
0.16620182,3.28
0.13174196,3.32
0.21586254,3.38
0.23341772,2.86
0.25114068,3.36
0.22752762,2.78
0.1744851,3.76
0.24745941,3.14
0.19885327,3.26
0.23055877,3.34
0.047543127,2.32
