predicted_scores,ground_truth_scores
0.2637986,4.57
0.26447362,4.73
0.26555312,4.57
0.26563302,3.8
0.26375735,4.63
0.2628565,4.23
0.0742009,3.43
-0.07766285,1.63
-0.07793242,1.2
0.26417518,4.57
0.264137,4.47
0.26471484,4.43
0.265558,4.23
0.26468626,3.97
0.2646974,3.27
0.25171453,2.4
0.25761628,2.43
0.25815213,2.27
-0.033008754,1.23
0.25924972,3.81
0.23936482,3.87
0.21496546,2.97
0.14017178,3.03
0.06420263,2.1
0.26336426,2.93
0.24982943,2.03
0.22697486,2.57
0.2371736,1.97
0.20097682,2.23
0.26182136,3.67
0.18699701,2.63
0.09717351,2.17
-0.021733517,1.5
-0.06120499,1.3
0.26425472,3.23
0.26549727,3.6
0.26477572,4.37
0.26410025,4.33
0.2646435,3.83
0.21112786,4.5
0.14528023,4.23
-0.078137465,2.83
-0.07969967,1.77
-0.080192186,1.4
0.004045475,3.7
-0.07906286,2.37
-0.079735145,1.53
-0.08005701,1.23
-0.08017196,1.43
0.21112786,4.3
0.060642965,3.97
-0.06675856,3.07
-0.07751268,2.33
-0.07963317,1.57
0.13754345,4.4
-0.0024811998,2.5
-0.04994781,1.43
-0.06681996,1.4
-0.0766918,1.43
0.13738383,4.27
0.073348746,2.1
-0.028067717,1.9
-0.042505372,1.57
-0.058944482,1.87
0.053322475,3.97
0.053021207,3.43
-0.008819331,3.1
-0.05342514,2.5
-0.068649426,2.0
0.19153515,2.97
0.084713385,2.13
0.052307047,2.03
0.05234291,2.03
-0.04613816,1.73
0.21112786,4.3
0.18425462,3.43
0.10680118,2.7
-0.068267815,1.9
-0.07766776,1.37
0.19879092,4.4
0.14919634,4.43
0.10687795,4.27
-0.046555508,2.97
-0.076801136,1.57
0.033146605,4.07
0.023977974,3.6
0.04285971,3.1
-0.0505217,1.67
-0.07620057,1.17
-0.001973902,3.7
-0.038440052,3.17
-0.06556673,2.83
-0.07394199,2.5
-0.07775788,2.07
0.11607511,3.97
-0.028388238,3.03
-0.065570146,2.6
-0.075866535,2.1
-0.07778317,2.03
0.10557007,2.94
-0.022398314,2.87
-0.05906114,2.37
-0.07213767,2.07
-0.071023315,1.97
0.084002696,4.07
-0.050239343,3.03
-0.06867215,2.67
-0.07584216,2.23
-0.07704432,1.93
-0.07480794,3.03
-0.07754802,2.47
-0.078345135,2.1
-0.07852687,1.5
-0.07915478,1.53
0.21045984,4.43
0.2149146,4.37
0.21478672,4.07
0.09374481,2.97
-0.07252367,2.17
0.20453712,4.4
0.1978886,4.3
0.20498098,3.83
0.19104968,3.7
0.032060325,2.57
0.1979044,4.27
0.20450439,4.43
0.21112786,4.45
0.20514137,4.33
0.19909722,3.77
0.20490925,4.6
0.1982938,4.27
0.10496181,3.57
-0.07000302,2.1
-0.073886395,1.3
0.20512243,4.33
0.19128595,4.03
0.2055152,4.17
0.20562184,3.97
0.19151393,4.1
0.16790947,3.74
0.13882309,3.07
0.11750272,3.33
0.107034035,2.9
-0.06343299,1.63
-0.016074052,3.13
0.0059104688,2.63
-0.046571113,2.83
-0.06131963,2.4
-0.06834945,2.2
0.08462349,2.77
0.005661006,2.0
-0.046674404,2.4
-0.021874886,2.2
-0.032878056,2.1
0.118297294,4.1
0.033501215,2.97
-0.008606233,2.57
-0.070871904,1.57
-0.0756781,1.34
0.20516525,3.7
0.21654446,3.87
0.21651684,3.9
0.20533793,4.03
0.12740545,3.33
0.26122788,4.43
0.25670728,4.63
-0.039789867,3.2
-0.074882284,2.3
-0.07954065,1.37
0.191496,4.17
-0.06248982,2.87
-0.076281115,1.87
-0.0792741,1.73
-0.08001151,1.3
0.26121825,4.77
0.25200555,4.43
-0.023985777,3.1
0.0031431029,2.9
-0.076154806,1.73
0.26243645,4.53
0.24998206,3.03
0.17750067,2.0
0.107070446,2.07
-0.015918827,1.65
0.25558415,4.5
0.19398338,2.8
0.20107597,2.23
0.16902158,2.53
0.16878226,2.73
0.24947387,4.2
0.24692759,4.07
0.24293648,4.07
0.19270109,3.2
0.032689698,2.33
0.25862628,2.5
0.24956198,2.43
0.24542664,2.43
0.24470119,2.37
0.1927479,1.97
0.26121825,4.73
0.25708193,3.13
0.23055777,3.13
0.053362552,1.7
-0.061131336,1.33
0.26229826,4.7
0.26051307,4.6
0.24941969,4.2
0.18701921,3.03
-0.07646538,1.53
0.2398352,4.53
0.23579401,4.63
0.24328926,4.3
0.0634052,1.6
-0.073087595,1.07
0.2346423,4.1
0.1397458,3.5
0.024112877,2.9
-0.04225791,2.77
-0.072873496,2.37
0.26002988,4.57
0.20840037,3.53
0.015181831,2.9
-0.05611074,2.43
-0.07088745,2.23
0.2406219,3.47
0.22333427,2.81
0.19184922,2.3
0.052817706,2.17
-0.022365531,1.94
0.26185012,4.57
0.23808031,4.03
0.14973095,3.63
0.0068281023,2.27
-0.066894405,1.83
-0.05323296,3.63
-0.07521861,2.53
-0.07753302,1.97
-0.07909254,1.2
-0.07957263,1.3
0.2627954,4.67
0.26337847,4.27
0.2639266,4.32
0.26434538,3.43
0.247375,2.07
0.26121506,4.73
0.26186675,4.7
0.2607845,4.5
0.25431243,3.7
0.19582789,1.8
0.26388496,4.43
0.26339668,4.73
0.26279214,4.57
0.25653002,4.47
0.25041094,3.73
0.26212582,4.77
0.26053348,4.33
0.24862498,4.3
0.043164343,2.63
-0.04657825,1.73
0.26288784,4.63
0.24971537,3.93
0.21943516,2.8
0.2250104,3.53
0.17738861,3.4
0.2595792,4.63
0.23978256,4.0
0.24634531,3.57
0.24356891,4.03
0.023905745,2.57
0.25144482,4.57
0.22065634,4.33
0.18643545,4.3
0.06376235,3.87
-0.02776639,2.8
0.20674783,2.43
0.10653911,2.37
0.03241195,2.23
-0.0018542085,2.17
-0.0018495587,2.0
0.25814047,4.0
0.23989527,2.63
0.19496283,2.2
0.015180924,1.57
-0.061189596,1.27
0.25013083,3.53
0.25825265,3.93
0.26133078,4.5
0.2627819,4.67
0.2612041,3.53
0.24774224,4.5
0.24068432,4.39
-0.076334774,2.73
-0.07996597,1.6
-0.080187716,1.1
0.14656281,3.7
-0.07872546,2.37
-0.07993657,1.73
-0.080251835,1.27
-0.08024904,1.27
0.2471329,4.57
0.2264125,3.73
-0.07511081,2.77
-0.08003079,1.93
-0.08041891,1.6
0.23948923,4.53
0.13931333,1.77
-0.027965685,1.57
-0.061323136,1.5
-0.07301234,1.17
0.22341222,4.3
0.033273786,2.6
-0.037921548,1.73
-0.049975935,1.8
-0.056276605,1.6
0.22334497,4.0
0.19330563,3.72
0.1395645,3.43
-0.04622528,3.4
-0.06128889,2.33
0.22819431,2.2
0.16812487,2.57
0.14787862,2.3
0.11697807,2.23
0.14962499,1.9
0.24774612,4.23
0.23299852,2.3
0.11865998,2.33
-0.06840875,1.6
-0.07776925,1.5
0.24435529,4.47
0.24150597,4.27
0.23873211,3.87
0.15916441,2.1
-0.0760118,1.23
0.20639525,4.03
0.2003587,3.97
0.1856818,3.27
-0.05344143,1.7
-0.07172799,1.23
-0.033047,3.27
-0.06988967,2.73
-0.07529903,2.5
-0.077192135,2.3
-0.078737505,1.9
0.17542261,3.97
-0.065364465,3.03
-0.0752307,2.47
-0.07808398,2.2
-0.07888031,2.1
0.18536907,2.9
-0.027398862,2.8
-0.06115853,2.5
-0.07198542,2.33
-0.07675525,2.0
0.1383825,3.8
-0.066966034,2.43
-0.07632024,2.27
-0.07827493,2.0
-0.07924497,1.5
-0.07749514,2.6
-0.07931565,1.83
-0.079535365,1.39
-0.07965677,1.07
-0.07967802,1.3
0.24447268,4.2
0.24171348,3.57
0.21550126,3.1
-0.07461804,1.8
-0.07950317,1.03
0.24711342,4.6
0.25009987,4.33
0.252826,4.07
0.25003728,3.63
0.22875184,2.57
0.23495959,3.5
0.24710236,4.3
0.24774224,4.73
0.2500188,4.07
0.25068095,3.8
0.24217656,4.57
0.21782258,4.1
-0.06994728,3.4
-0.07830964,2.0
-0.07773807,1.32
0.24704078,3.2
0.24520057,3.87
0.247752,4.1
0.24525875,2.33
0.24279305,3.63
0.23335811,3.37
0.11883073,2.71
0.024438836,3.03
0.053825546,2.42
-0.071015574,1.4
0.19960906,4.3
0.07419512,4.13
-0.021922834,3.7
-0.06687172,2.97
-0.0762802,1.7
0.14779267,2.53
0.12804206,2.17
0.03270179,1.83
0.106839724,2.33
-0.027997578,1.7
0.24338777,3.83
0.21323158,2.9
0.118468285,2.6
-0.032929476,1.6
-0.06528324,1.43
0.24450283,3.23
0.24469955,3.47
0.247129,3.84
0.23252499,3.2
0.12836389,2.27
0.25878114,4.6
0.25616056,4.37
-0.073993266,2.97
-0.07964943,1.7
-0.08022212,1.3
0.23317298,3.83
-0.07663979,2.67
-0.07993794,1.8
-0.08025932,1.37
-0.08020278,1.33
0.25878114,4.43
0.25502267,4.03
-0.06305822,2.9
-0.079207264,2.17
-0.080860466,1.7
0.25439924,4.6
0.20691743,2.57
0.053607024,1.83
-0.015381214,2.17
-0.07567188,1.23
0.23322263,4.1
0.1597717,2.93
-0.015458534,1.67
-0.008595269,1.63
-0.04621769,1.4
0.26038858,4.23
0.25849068,4.0
0.2517169,3.97
0.16912386,3.87
0.11823217,2.4
0.25568858,2.87
0.24333698,2.57
0.239397,2.23
0.22684093,2.17
0.21395895,2.81
0.25878114,4.67
0.256661,3.03
0.2373491,2.6
0.00707937,1.8
-0.07185754,1.37
0.25987178,4.6
0.25727,4.23
0.25734055,3.9
0.08574773,2.58
-0.07940645,1.2
0.25921613,4.5
0.25821036,4.5
0.25524423,3.8
0.08522501,1.53
-0.07149391,1.17
0.25004825,4.07
0.20131934,3.17
0.09667762,3.23
-0.027316554,2.53
-0.06508112,2.0
0.25793558,4.43
0.22497016,3.83
0.053539112,2.97
-0.04203902,2.8
-0.06677036,2.33
0.25914708,3.5
0.2077507,2.57
0.16918832,2.63
0.033991538,2.07
-0.015124426,2.16
0.25666916,4.2
0.16875498,3.27
0.0075024264,2.7
-0.045832023,2.63
-0.07368651,2.23
-0.056267098,3.13
-0.075959325,2.47
-0.07863486,1.87
-0.079335615,1.6
-0.07943365,1.4
0.25730821,4.47
0.25577053,4.2
0.25307155,3.1
0.14696229,2.13
-0.075241044,1.57
0.25876543,4.63
0.2594811,4.6
0.25886285,3.8
0.25688317,3.43
0.23926619,2.0
0.2563398,3.83
0.2581686,4.63
0.25878114,4.66
0.2606637,4.33
0.25934198,3.67
0.25946316,4.4
0.2593792,4.2
-0.009054126,3.65
-0.07764459,1.77
-0.077680685,1.37
0.25823015,4.5
0.25998986,3.93
0.26058236,4.07
0.2581193,3.4
0.26023343,3.4
0.25906846,4.17
0.22066477,3.4
0.22580214,2.83
0.22596556,2.67
-0.063314706,1.5
0.25838017,4.37
0.2565046,4.47
0.253398,3.87
0.24421465,3.43
0.007029481,2.23
0.14877498,2.3
0.08463266,2.33
0.18578467,2.37
0.023934456,2.07
0.033588383,1.63
0.25834113,3.7
0.25340036,2.83
0.15964516,2.43
-0.0083554685,1.6
-0.058845956,1.27
0.25417694,3.03
0.25397852,3.43
0.2561765,4.27
0.25815082,4.0
0.2559122,2.63
0.2629819,4.77
0.25831375,4.1
-0.055124268,2.87
-0.07995091,1.53
-0.080324724,1.33
0.18725187,3.77
-0.068378575,2.03
-0.080038615,1.4
-0.0802406,1.23
-0.080154546,1.37
0.26327327,4.57
0.25253132,4.23
-0.024730008,2.9
-0.06656282,2.13
-0.07963957,1.6
0.26328945,4.43
0.25388923,2.87
0.16763988,1.93
0.10640882,1.83
-0.04696217,1.4
0.26101094,4.3
0.24748708,2.37
0.24104546,1.63
0.24205169,1.8
0.2274282,1.83
0.23942812,4.03
0.24203297,3.97
0.23896813,4.27
0.2011524,3.23
0.13928714,2.97
0.26000264,3.07
0.2570581,2.47
0.24361645,2.13
0.2418181,2.17
0.23151775,1.83
0.26327327,4.67
0.2629741,3.58
0.26228207,2.93
0.17757255,1.93
-0.03307611,1.83
0.26498747,4.47
0.2635728,3.93
0.2576115,3.3
0.15976301,2.23
-0.07940216,1.17
0.261712,4.03
0.25809404,3.9
0.25597534,3.53
0.062292024,1.77
-0.07479117,1.13
0.23007825,3.07
0.13974068,3.0
0.033478495,2.83
-0.037836824,2.37
-0.07514993,1.83
0.2647334,4.25
0.16908379,3.27
-0.001091624,2.87
-0.06836468,2.3
-0.07377246,2.0
0.2566487,3.47
0.24906461,2.97
0.23653081,2.3
0.1494792,2.33
0.06385939,2.1
0.2585314,3.63
0.096989535,2.67
-0.0377804,2.67
-0.070928305,2.03
-0.07852087,1.6
-0.0012569551,3.9
-0.076398395,2.5
-0.0781796,1.87
-0.079354964,1.37
-0.07965833,1.23
0.26026297,4.43
0.26151812,4.27
0.25895262,3.1
0.23624675,2.43
-0.07587246,1.23
0.2632817,4.67
0.2643441,4.27
0.262974,4.2
0.2660604,3.27
0.26488695,2.63
0.2617795,4.17
0.26271415,4.53
0.26327327,4.5
0.26298305,4.6
0.2643541,4.3
0.2629825,4.5
0.2601203,4.3
0.24228634,3.17
-0.05913351,1.53
-0.07300941,1.2
0.26400283,4.5
0.26333138,3.97
0.26264513,3.53
0.26265094,4.1
0.26166826,3.77
0.26350445,3.27
0.2605535,2.27
0.26323047,2.33
0.25929967,2.67
0.096475005,1.33
0.23960501,3.43
0.21508075,3.07
0.16934346,2.87
0.08570051,2.53
0.015037916,2.23
0.25304717,2.73
0.2449125,2.37
0.20692867,2.2
0.22876723,2.17
0.23117058,2.1
0.26658747,3.77
0.24622296,3.03
0.20214829,2.47
0.015127833,2.0
-0.042384364,1.35
0.26460817,3.9
0.26371652,4.17
0.26333547,4.63
0.26298562,4.17
0.26397792,2.97
0.23846433,4.57
0.24311066,4.3
-0.05451833,2.63
-0.07781794,1.45
-0.079973705,1.23
0.19877337,3.63
-0.06787474,2.13
-0.07861325,1.5
-0.079659335,1.4
-0.0800871,1.17
0.23846433,4.6
0.22371204,3.8
-0.057463612,2.53
-0.076796174,1.9
-0.079650894,1.6
0.2205689,4.7
0.03362129,2.8
-0.04986629,1.5
-0.05870846,1.6
-0.06830783,1.3
0.2012953,3.8
0.14948541,2.69
0.07448087,1.63
0.043216664,1.53
0.023927253,1.63
0.12960206,3.33
0.1079222,3.0
0.015253172,2.5
-0.008431987,2.47
-0.058790613,1.53
0.22037145,2.93
0.19396809,2.67
0.19209912,2.3
0.17470649,2.57
0.06376424,1.93
0.23842932,4.53
0.23087496,3.4
0.16004248,2.63
-0.06320072,1.37
-0.073687874,1.3
0.22537059,4.5
0.18646258,4.47
0.16954876,3.23
0.007019398,2.03
-0.07903556,1.13
0.17797922,4.1
0.16902617,4.06
0.14020993,3.58
-0.04274359,1.53
-0.0714736,1.13
0.19451314,3.97
0.085923985,3.17
0.006810734,2.67
-0.049901918,2.4
-0.07294523,2.33
0.22601804,4.47
0.09680489,3.43
-0.015419404,2.94
-0.06688612,2.27
-0.07375609,2.23
0.22018628,3.37
0.15989202,2.8
0.085752785,2.71
0.02385194,2.37
-0.015526085,2.03
0.22054347,4.27
0.06412483,3.23
-0.032836244,2.77
-0.06518213,2.3
-0.076671295,1.73
0.0066778744,3.6
-0.07308264,2.27
-0.07785346,1.63
-0.079208724,1.47
-0.07956107,1.3
0.2342143,4.63
0.23011191,4.4
0.22539908,3.7
0.12923585,2.3
-0.07667928,1.47
0.2381829,4.67
0.23871773,4.63
0.24211213,4.17
0.24233027,3.97
0.19418903,2.87
0.23487271,4.3
0.23867305,4.43
0.23846433,4.53
0.23864196,4.43
0.2351402,4.03
0.23815829,4.4
0.20797025,4.3
-0.053639933,2.9
-0.07869135,1.57
-0.079171464,1.4
0.23463081,4.27
0.22007029,3.27
0.2082385,2.67
0.2016379,3.13
0.14982918,2.07
0.16026954,3.77
0.06436764,2.43
0.118861645,2.6
0.14026771,2.4
-0.046373144,1.23
0.20198224,4.23
0.15020634,4.1
0.09688596,3.73
0.043503113,3.3
-0.021724518,2.47
0.21395591,4.03
0.1774997,2.77
0.15928039,2.4
0.14980216,1.97
0.07448331,1.97
0.23083262,3.4
0.18688795,2.53
0.0971333,2.1
-0.037781682,1.53
-0.07198848,1.37
0.21484222,3.4
0.23076074,3.8
0.23055744,4.27
0.24507698,4.27
0.24500313,3.2
0.24997988,4.5
0.24502401,4.27
-0.02490734,3.13
-0.073466465,2.07
-0.0797955,1.47
0.22689755,4.27
-0.052104566,3.13
-0.07464047,2.33
-0.07838263,1.5
-0.07904934,1.37
0.24997988,4.63
0.24278042,4.27
-0.012006527,3.17
-0.06344603,2.4
-0.07845601,1.7
0.2479277,4.67
0.16370676,2.57
-0.0761238,1.6
-0.07824083,1.23
-0.07889701,1.2
0.2461483,4.47
0.23551442,2.47
0.21538317,1.93
0.19801274,1.68
0.18332118,1.63
0.2066685,3.83
0.19224313,3.4
0.21199052,3.13
0.12798978,3.0
-0.008941027,2.33
0.24518089,2.47
0.21735857,2.0
0.19104977,1.93
0.1799531,2.27
0.13818528,1.73
0.24997988,4.6
0.24645223,3.23
0.21871354,2.53
-0.07388542,1.23
-0.07855746,1.03
0.25209555,4.67
0.24936388,4.2
0.24855033,4.4
0.17686304,3.13
-0.06921347,1.47
0.24514076,4.37
0.244112,4.3
0.23542129,3.87
0.17432182,1.93
0.072481595,1.3
0.18477304,3.9
0.014893544,3.5
-0.02781901,3.17
-0.0534574,2.63
-0.07315575,2.1
0.24693197,4.73
0.052830968,3.73
-0.033215452,3.17
-0.06711405,2.67
-0.07220996,2.39
0.24884991,3.67
0.24353534,2.8
0.19283429,2.47
0.07419007,2.1
-0.02210435,1.83
0.24236733,4.83
0.023839884,3.73
-0.04248301,2.7
-0.06702075,2.7
-0.07631041,1.87
-0.061873395,3.73
-0.07790663,2.77
-0.07882348,2.13
-0.079360545,1.6
-0.079460986,1.23
0.24820474,4.65
0.24996468,4.53
0.24284862,3.73
0.22560862,2.17
-0.04314079,1.9
0.24998155,4.67
0.24998231,4.4
0.25002998,4.3
0.24885708,3.8
0.24016337,2.57
0.2479243,4.53
0.25055248,4.53
0.2500302,4.63
0.25002977,4.5
0.24997324,4.3
0.24813518,4.53
0.24118684,4.33
0.02223606,3.2
-0.075870946,1.97
-0.07823694,1.27
0.25091088,4.43
0.25046197,3.81
0.24715583,3.43
0.24342196,3.57
0.24681397,3.07
0.24743974,3.8
0.20003839,2.97
0.22388783,3.53
0.23613672,2.93
0.13839565,1.83
0.24846081,4.17
0.23535626,4.39
0.21848439,3.63
0.074386865,3.43
0.006484353,2.37
0.24459797,2.47
0.23885056,2.1
0.23527497,2.47
0.17583446,1.8
0.13873488,1.8
0.24935195,4.0
0.24931997,2.83
0.23520209,2.6
0.023901323,1.5
-0.06992106,1.3
0.24479537,3.63
0.24508902,4.13
0.24911219,4.6
0.25162104,4.2
0.24469692,2.97
0.26563016,4.77
0.26369366,4.47
-0.02366895,2.73
-0.07566784,1.87
-0.08038588,1.27
0.2275969,4.07
-0.05444736,2.94
-0.07723811,1.8
-0.07986189,1.37
-0.08042239,1.26
0.26566258,4.7
0.26280692,4.2
0.06079666,2.67
-0.043683838,1.77
-0.07902479,1.6
0.25792924,4.33
0.096819855,2.97
0.033473305,1.93
0.006641421,1.5
-0.015662486,1.37
0.26480922,4.63
0.26480243,2.83
0.263187,2.37
0.26230308,2.53
0.2597095,3.03
0.20933348,4.23
0.16977161,4.2
0.15040322,3.9
0.118516125,2.93
0.06354424,2.53
0.24978547,2.43
0.2092995,2.2
0.19474712,1.93
0.21334113,2.0
0.08549408,1.83
0.26563016,4.7
0.25867948,3.93
0.23160598,3.73
0.06382182,2.2
-0.046334464,1.9
0.26018906,4.53
0.2093101,3.5
0.18696454,2.53
-0.02213335,1.5
-0.07958568,1.23
0.23545757,3.93
0.2355441,3.7
0.22642094,3.37
0.07452649,1.7
-0.046855003,1.2
0.24325953,3.63
0.1867617,3.1
0.13986987,2.7
0.015144212,2.43
-0.05308992,2.07
0.25666824,4.5
0.21509443,3.27
0.12898631,2.8
-0.015376733,2.47
-0.046193086,2.42
0.2598925,3.2
0.23574731,2.77
0.20912302,2.67
0.15019609,2.17
0.118594654,2.0
0.25861517,4.33
0.20221525,3.47
0.09667178,2.8
-0.00842404,2.3
-0.06323544,2.27
0.15925406,3.8
-0.05631429,2.67
-0.07304476,1.8
-0.078943364,1.4
-0.07931669,1.33
0.26600304,4.67
0.2651511,4.4
0.26257148,3.87
0.25800624,3.1
0.053262286,1.7
0.26563463,4.67
0.26669496,4.7
0.26700264,4.67
0.2665301,3.57
0.24360235,2.5
0.26422504,4.63
0.2648056,4.83
0.26563016,4.6
0.26574913,4.73
0.26526156,4.23
0.26600638,4.5
0.26276892,4.33
0.20168951,2.7
-0.06536904,1.53
-0.07679703,1.13
0.26597545,4.53
0.26571074,3.67
0.26571557,3.43
0.26497677,3.3
0.2652397,2.9
0.25881815,3.83
0.25018895,2.93
0.24981798,2.6
0.24384867,2.3
0.11861568,1.53
0.24723338,4.23
0.23616798,3.43
0.20923917,3.23
0.18677749,3.37
0.096633986,2.67
0.2579559,2.43
0.24273482,2.53
0.20830464,2.27
0.20131971,1.93
0.13958552,2.2
0.2403484,3.83
0.16022885,2.83
0.085769,2.1
-0.027685096,1.67
-0.0633094,1.47
0.2630284,4.03
0.26510128,4.3
0.26660523,4.37
0.26450467,4.4
0.25701088,3.57
0.25553155,4.7
0.25288987,4.63
0.03780219,3.3
-0.07701702,2.0
-0.08028131,1.27
0.24744146,4.39
-0.045588113,2.73
-0.07853628,2.07
-0.07981708,1.47
-0.080085516,1.39
0.25553155,4.73
0.25178775,4.3
0.13363405,3.4
-0.049903385,2.53
-0.07889019,1.77
0.25102758,4.5
0.09535534,2.3
-0.050491057,1.53
-0.0699783,1.32
-0.079077795,1.06
0.24573396,4.13
0.13836014,2.57
0.06251599,1.57
0.041611433,1.7
0.09451361,1.5
0.1858213,3.9
0.16848189,3.67
0.1283287,3.52
0.052637327,2.87
-0.016060965,2.03
0.2446904,2.33
0.17707086,2.63
0.15825531,2.57
0.13535637,2.47
-0.015967734,1.67
0.25553155,4.77
0.25453827,3.43
0.21927282,2.43
-0.033131134,1.33
-0.07202786,1.43
0.25423846,4.53
0.2546294,4.77
0.25540033,4.6
0.2143275,3.6
-0.028678477,1.73
0.21406329,4.57
0.2077871,4.53
0.17769319,3.53
0.094864756,1.83
-0.054297153,1.27
0.2315703,3.4
0.10677187,2.97
0.024374837,2.9
-0.04601175,2.57
-0.068346225,2.03
0.24904388,4.37
0.14841996,3.27
-0.00082984235,2.83
-0.046068467,2.3
-0.06320137,2.2
0.24415356,3.43
0.21925484,2.47
0.1495106,2.53
0.118311584,2.3
0.0064527146,2.07
0.24801591,4.47
0.06430472,3.23
-0.032617003,3.07
-0.061076246,2.67
-0.075716235,1.97
0.10633264,3.7
-0.0654869,2.63
-0.07396107,1.93
-0.078162715,1.57
-0.07890909,1.57
0.25441968,4.6
0.25199044,4.37
0.24887423,3.6
0.20159282,2.63
-0.05691868,1.73
0.2554822,4.83
0.25418657,4.6
0.25643086,4.53
0.25377634,3.93
0.227879,2.4
0.25105575,4.2
0.2537335,4.67
0.25553155,4.8
0.25523376,4.57
0.25522116,3.87
0.25432828,4.59
0.25161326,4.27
0.21540892,3.33
-0.06177689,1.83
-0.07655375,1.33
0.25458783,3.77
0.25365424,4.13
0.24028206,3.47
0.24070033,2.8
0.2378236,2.77
0.24795969,3.37
0.22294167,3.07
0.23268053,2.93
0.23983519,2.9
0.11662609,1.47
0.20780522,3.47
